,transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,year,month,day,order_value_raw
264,268,2022-04-14,08:26:00,93,Female,28,Electronics,1.0,30.0,8.7,30.0,2022,4,14,268
265,287,2022-08-26,11:07:00,88,Male,54,Clothing,4.0,25.0,10.0,100.0,2022,8,26,287
266,966,2022-11-07,07:22:00,119,Male,60,Electronics,2.0,500.0,190.0,1000.0,2022,11,7,966
267,1268,2022-06-09,09:33:00,15,Female,28,Electronics,1.0,30.0,14.1,30.0,2022,6,9,1268
268,1287,2022-09-13,08:03:00,120,Male,54,Clothing,4.0,25.0,7.0,100.0,2022,9,13,1287
269,1966,2022-07-20,09:52:00,74,Male,60,Electronics,2.0,500.0,200.0,1000.0,2022,7,20,1966
270,70,2022-12-27,10:48:00,147,Female,43,Clothing,1.0,300.0,84.0,300.0,2022,12,27,70
271,371,2022-12-18,10:01:00,32,Female,20,Beauty,1.0,25.0,13.0,25.0,2022,12,18,371
272,900,2022-11-10,08:41:00,130,Male,21,Clothing,2.0,30.0,15.6,60.0,2022,11,10,900
273,1070,2022-07-14,11:12:00,102,Female,43,Clothing,1.0,300.0,120.0,300.0,2022,7,14,1070
274,1371,2022-05-06,06:52:00,41,Female,20,Beauty,1.0,25.0,13.5,25.0,2022,5,6,1371
275,1900,2022-01-21,06:43:00,65,Male,21,Clothing,2.0,30.0,10.8,60.0,2022,1,21,1900
276,8,2022-12-27,11:19:00,148,Male,30,Electronics,4.0,25.0,11.0,100.0,2022,12,27,8
277,41,2022-10-11,10:36:00,88,Male,34,Clothing,2.0,25.0,13.25,50.0,2022,10,11,41
278,454,2022-03-12,07:20:00,13,Female,46,Beauty,1.0,25.0,13.0,25.0,2022,3,12,454
279,780,2022-07-06,11:30:00,107,Male,52,Electronics,2.0,25.0,13.25,50.0,2022,7,6,780
280,920,2022-08-20,10:25:00,99,Female,28,Beauty,3.0,25.0,6.75,75.0,2022,8,20,920
281,1008,2022-01-10,08:51:00,116,Male,30,Electronics,4.0,25.0,13.0,100.0,2022,1,10,1008
282,1041,2022-05-10,07:27:00,74,Male,34,Clothing,2.0,25.0,11.0,50.0,2022,5,10,1041
283,1454,2022-06-25,11:18:00,22,Female,46,Beauty,1.0,25.0,6.75,25.0,2022,6,25,1454
284,1780,2022-12-11,10:00:00,32,Male,52,Electronics,2.0,25.0,10.5,50.0,2022,12,11,1780
285,1920,2022-10-24,08:33:00,23,Female,28,Beauty,3.0,25.0,9.25,75.0,2022,10,24,1920
286,396,2022-12-15,07:11:00,29,Female,55,Beauty,1.0,30.0,10.8,30.0,2022,12,15,396
287,1396,2022-06-07,06:23:00,9,Female,55,Beauty,1.0,30.0,8.4,30.0,2022,6,7,1396
288,168,2022-04-29,09:20:00,138,Male,53,Clothing,1.0,300.0,102.0,300.0,2022,4,29,168
289,400,2022-03-08,09:52:00,2,Male,53,Clothing,4.0,50.0,24.0,200.0,2022,3,8,400
290,611,2022-07-21,08:13:00,11,Male,51,Beauty,3.0,500.0,180.0,1500.0,2022,7,21,611
291,800,2022-09-19,07:33:00,111,Male,32,Clothing,4.0,300.0,87.0,1200.0,2022,9,19,800
292,1168,2022-07-10,07:56:00,68,Male,53,Clothing,1.0,300.0,150.0,300.0,2022,7,10,1168
293,1400,2022-09-12,11:54:00,115,Male,53,Clothing,4.0,50.0,20.0,200.0,2022,9,12,1400
294,1611,2022-11-17,07:30:00,125,Male,51,Beauty,3.0,500.0,180.0,1500.0,2022,11,17,1611
295,1800,2022-08-21,10:53:00,1,Male,32,Clothing,4.0,300.0,111.0,1200.0,2022,8,21,1800
296,272,2022-06-10,11:57:00,112,Female,61,Electronics,2.0,50.0,27.5,100.0,2022,6,10,272
297,473,2022-09-25,10:09:00,1,Male,64,Beauty,1.0,50.0,14.5,50.0,2022,9,25,473
298,506,2022-04-29,07:13:00,9,Male,34,Beauty,3.0,500.0,200.0,1500.0,2022,4,29,506
299,766,2022-01-04,08:02:00,128,Male,38,Electronics,3.0,300.0,165.0,900.0,2022,1,4,766
300,1272,2022-04-14,11:59:00,66,Female,61,Electronics,2.0,50.0,17.0,100.0,2022,4,14,1272
301,1473,2022-03-19,09:06:00,30,Male,64,Beauty,1.0,50.0,13.0,50.0,2022,3,19,1473
302,1506,2022-01-09,07:31:00,52,Male,34,Beauty,3.0,500.0,245.0,1500.0,2022,1,9,1506
303,1766,2022-11-22,06:08:00,6,Male,38,Electronics,3.0,300.0,129.0,900.0,2022,11,22,1766
304,135,2022-04-18,07:22:00,104,Male,20,Clothing,2.0,25.0,13.0,50.0,2022,4,18,135
305,1135,2022-01-14,08:16:00,124,Male,20,Clothing,2.0,25.0,12.5,50.0,2022,1,14,1135
306,2,2022-06-24,10:07:00,104,Female,26,Clothing,2.0,500.0,135.0,1000.0,2022,6,24,2
307,158,2022-01-21,11:38:00,141,Female,44,Electronics,2.0,300.0,132.0,600.0,2022,1,21,158
308,185,2022-06-27,09:48:00,57,Male,24,Clothing,1.0,25.0,7.0,25.0,2022,6,27,185
309,433,2022-07-29,08:48:00,144,Male,29,Beauty,4.0,50.0,20.0,200.0,2022,7,29,433
310,1002,2022-03-02,09:24:00,69,Female,26,Clothing,2.0,500.0,270.0,1000.0,2022,3,2,1002
311,1158,2022-02-24,09:29:00,77,Female,44,Electronics,2.0,300.0,138.0,600.0,2022,2,24,1158
312,1185,2022-10-04,10:28:00,153,Male,24,Clothing,1.0,25.0,10.25,25.0,2022,10,4,1185
313,1433,2022-01-16,11:41:00,113,Male,29,Beauty,4.0,50.0,15.5,200.0,2022,1,16,1433
314,152,2022-06-16,11:58:00,120,Male,43,Electronics,4.0,500.0,210.0,2000.0,2022,6,16,152
315,753,2022-07-06,10:07:00,70,Female,32,Clothing,1.0,30.0,15.9,30.0,2022,7,6,753
316,763,2022-04-23,09:43:00,58,Male,34,Clothing,2.0,25.0,11.5,50.0,2022,4,23,763
317,932,2022-10-08,08:33:00,120,Female,45,Beauty,4.0,25.0,7.75,100.0,2022,10,8,932
318,1152,2022-12-26,07:48:00,87,Male,43,Electronics,4.0,500.0,170.0,2000.0,2022,12,26,1152
319,1753,2022-07-17,07:40:00,28,Female,32,Clothing,1.0,30.0,10.5,30.0,2022,7,17,1753
320,1763,2022-06-30,11:37:00,93,Male,34,Clothing,2.0,25.0,13.5,50.0,2022,6,30,1763
321,1932,2022-11-08,07:07:00,96,Female,45,Beauty,4.0,25.0,6.25,100.0,2022,11,8,1932
322,399,2022-12-07,09:25:00,136,Female,64,Beauty,2.0,30.0,12.9,60.0,2022,12,7,399
323,500,2022-10-14,06:11:00,120,Female,60,Beauty,4.0,25.0,11.5,100.0,2022,10,14,500
324,514,2022-11-04,08:35:00,139,Female,18,Electronics,1.0,300.0,96.0,300.0,2022,11,4,514
325,1399,2022-01-28,09:32:00,15,Female,64,Beauty,2.0,30.0,16.2,60.0,2022,1,28,1399
326,1500,2022-04-20,08:36:00,53,Female,60,Beauty,4.0,25.0,8.5,100.0,2022,4,20,1500
327,1514,2022-07-12,10:55:00,59,Female,18,Electronics,1.0,300.0,75.0,300.0,2022,7,12,1514
328,947,2022-07-31,07:09:00,4,Male,50,Beauty,1.0,300.0,129.0,300.0,2022,7,31,947
329,1947,2022-03-05,06:27:00,134,Male,50,Beauty,1.0,300.0,75.0,300.0,2022,3,5,1947
330,220,2022-05-07,06:44:00,138,Male,64,Beauty,1.0,500.0,140.0,500.0,2022,5,7,220
331,339,2022-08-18,10:27:00,33,Female,22,Electronics,2.0,25.0,10.25,50.0,2022,8,18,339
332,785,2022-10-19,06:09:00,88,Female,31,Beauty,4.0,50.0,13.0,200.0,2022,10,19,785
333,885,2022-09-17,10:10:00,121,Female,52,Clothing,4.0,30.0,14.4,120.0,2022,9,17,885
334,888,2022-12-01,06:03:00,63,Female,52,Electronics,4.0,25.0,12.75,100.0,2022,12,1,888
335,1220,2022-06-29,11:16:00,47,Male,64,Beauty,1.0,500.0,240.0,500.0,2022,6,29,1220
336,1339,2022-11-10,10:34:00,132,Female,22,Electronics,2.0,25.0,7.5,50.0,2022,11,10,1339
337,1785,2022-02-20,11:17:00,144,Female,31,Beauty,4.0,50.0,17.0,200.0,2022,2,20,1785
338,1885,2022-11-09,07:32:00,148,Female,52,Clothing,4.0,30.0,10.8,120.0,2022,11,9,1885
339,1888,2022-06-14,08:10:00,49,Female,52,Electronics,4.0,25.0,12.5,100.0,2022,6,14,1888
340,621,2022-04-13,09:55:00,138,Female,40,Beauty,2.0,500.0,275.0,1000.0,2022,4,13,621
341,1621,2022-09-22,10:49:00,2,Female,40,Beauty,2.0,500.0,160.0,1000.0,2022,9,22,1621
342,52,2022-09-19,09:42:00,55,Female,36,Beauty,1.0,300.0,111.0,300.0,2022,9,19,52
343,536,2022-08-20,06:25:00,17,Female,55,Beauty,4.0,30.0,8.7,120.0,2022,8,20,536
344,1052,2022-02-12,06:12:00,94,Female,36,Beauty,1.0,300.0,120.0,300.0,2022,2,12,1052
345,1536,2022-05-11,07:23:00,14,Female,55,Beauty,4.0,30.0,13.5,120.0,2022,5,11,1536
346,197,2022-04-03,11:57:00,14,Female,42,Clothing,4.0,50.0,25.5,200.0,2022,4,3,197
347,750,2022-11-13,07:33:00,69,Female,35,Clothing,3.0,25.0,8.75,75.0,2022,11,13,750
348,910,2022-08-21,06:29:00,138,Female,20,Beauty,3.0,50.0,22.5,150.0,2022,8,21,910
349,917,2022-02-15,11:50:00,120,Female,57,Electronics,4.0,50.0,16.5,200.0,2022,2,15,917
350,1197,2022-08-13,10:07:00,77,Female,42,Clothing,4.0,50.0,19.0,200.0,2022,8,13,1197
351,1750,2022-01-20,10:10:00,138,Female,35,Clothing,3.0,25.0,7.25,75.0,2022,1,20,1750
352,1910,2022-10-09,06:22:00,141,Female,20,Beauty,3.0,50.0,18.0,150.0,2022,10,9,1910
353,1917,2022-05-02,07:17:00,52,Female,57,Electronics,4.0,50.0,24.0,200.0,2022,5,2,1917
354,198,2022-05-21,11:42:00,30,Female,54,Beauty,3.0,300.0,114.0,900.0,2022,5,21,198
355,444,2022-10-06,07:06:00,51,Female,61,Clothing,3.0,30.0,15.9,90.0,2022,10,6,444
356,547,2022-11-14,07:36:00,3,Male,63,Clothing,4.0,500.0,250.0,2000.0,2022,11,14,547
357,705,2022-09-30,07:28:00,37,Male,60,Electronics,2.0,25.0,6.25,50.0,2022,9,30,705
358,1198,2022-08-07,10:43:00,147,Female,54,Beauty,3.0,300.0,159.0,900.0,2022,8,7,1198
359,1444,2022-04-29,06:18:00,135,Female,61,Clothing,3.0,30.0,14.1,90.0,2022,4,29,1444
360,1547,2022-08-11,06:39:00,142,Male,63,Clothing,4.0,500.0,235.0,2000.0,2022,8,11,1547
361,1705,2022-08-14,08:32:00,94,Male,60,Electronics,2.0,25.0,8.75,50.0,2022,8,14,1705
362,423,2022-07-18,06:06:00,41,Female,27,Clothing,1.0,25.0,11.75,25.0,2022,7,18,423
363,1423,2022-06-15,07:56:00,131,Female,27,Clothing,1.0,25.0,11.0,25.0,2022,6,15,1423
364,248,2022-07-02,07:11:00,5,Male,26,Clothing,3.0,300.0,126.0,900.0,2022,7,2,248
365,360,2022-09-09,09:04:00,26,Male,42,Clothing,4.0,25.0,10.5,100.0,2022,9,9,360
366,377,2022-09-13,08:30:00,141,Female,46,Clothing,4.0,50.0,18.0,200.0,2022,9,13,377
367,1248,2022-09-08,08:20:00,68,Male,26,Clothing,3.0,300.0,111.0,900.0,2022,9,8,1248
368,1360,2022-06-18,09:31:00,93,Male,42,Clothing,4.0,25.0,6.25,100.0,2022,6,18,1360
369,1377,2022-03-21,07:52:00,71,Female,46,Clothing,4.0,50.0,14.0,200.0,2022,3,21,1377
370,397,2023-10-26,08:06:00,59,Female,30,Beauty,1.0,25.0,10.5,25.0,2023,10,26,397
371,623,2023-11-15,10:00:00,39,Male,34,Clothing,3.0,50.0,26.0,150.0,2023,11,15,623
372,1397,2023-01-01,11:05:00,6,Female,30,Beauty,1.0,25.0,11.75,25.0,2023,1,1,1397
373,1623,2023-03-05,06:14:00,76,Male,34,Clothing,3.0,50.0,22.0,150.0,2023,3,5,1623
374,717,2023-11-30,08:15:00,8,Male,57,Clothing,1.0,500.0,190.0,500.0,2023,11,30,717
375,1717,2023-01-12,09:40:00,21,Male,57,Clothing,1.0,500.0,175.0,500.0,2023,1,12,1717
376,130,2023-06-19,06:21:00,114,Female,57,Clothing,1.0,500.0,125.0,500.0,2023,6,19,130
377,658,2023-10-30,07:47:00,93,Male,59,Clothing,1.0,25.0,6.5,25.0,2023,10,30,658
378,1130,2023-02-20,09:03:00,28,Female,57,Clothing,1.0,500.0,180.0,500.0,2023,2,20,1130
379,1658,2023-04-10,06:08:00,148,Male,59,Clothing,1.0,25.0,12.25,25.0,2023,4,10,1658
380,7,2023-07-06,06:24:00,38,Male,46,Clothing,2.0,25.0,13.25,50.0,2023,7,6,7
381,119,2023-09-01,09:11:00,127,Female,60,Clothing,3.0,50.0,27.5,150.0,2023,9,1,119
382,278,2023-12-22,11:42:00,71,Female,37,Clothing,4.0,25.0,13.5,100.0,2023,12,22,278
383,1007,2023-06-09,10:09:00,15,Male,46,Clothing,2.0,25.0,11.5,50.0,2023,6,9,1007
384,1119,2023-11-19,09:36:00,1,Female,60,Clothing,3.0,50.0,25.5,150.0,2023,11,19,1119
385,1278,2023-07-19,06:19:00,28,Female,37,Clothing,4.0,25.0,6.75,100.0,2023,7,19,1278
386,117,2023-08-04,11:38:00,8,Male,19,Electronics,2.0,500.0,230.0,1000.0,2023,8,4,117
387,1117,2023-09-11,07:48:00,144,Male,19,Electronics,2.0,500.0,210.0,1000.0,2023,9,11,1117
388,442,2023-06-30,11:07:00,24,Female,60,Clothing,4.0,25.0,13.25,100.0,2023,6,30,442
389,590,2023-05-04,11:52:00,151,Male,36,Clothing,3.0,300.0,135.0,900.0,2023,5,4,590
390,607,2023-05-05,09:33:00,109,Male,54,Clothing,3.0,25.0,13.25,75.0,2023,5,5,607
391,1442,2023-02-16,11:02:00,96,Female,60,Clothing,4.0,25.0,11.25,100.0,2023,2,16,1442
392,1590,2023-08-10,09:39:00,142,Male,36,Clothing,3.0,300.0,147.0,900.0,2023,8,10,1590
393,1607,2023-01-16,10:18:00,53,Male,54,Clothing,3.0,25.0,7.75,75.0,2023,1,16,1607
394,436,2023-10-22,11:54:00,21,Female,57,Clothing,4.0,30.0,13.5,120.0,2023,10,22,436
395,942,2023-12-01,09:22:00,35,Male,51,Clothing,3.0,500.0,160.0,1500.0,2023,12,1,942
396,1436,2023-01-20,11:29:00,1,Female,57,Clothing,4.0,30.0,9.9,120.0,2023,1,20,1436
397,1942,2023-09-16,11:53:00,112,Male,51,Clothing,3.0,500.0,265.0,1500.0,2023,9,16,1942
398,659,2023-06-09,06:08:00,75,Female,39,Electronics,1.0,30.0,8.1,30.0,2023,6,9,659
399,941,2023-04-28,09:58:00,39,Female,57,Clothing,2.0,25.0,6.5,50.0,2023,4,28,941
400,1659,2023-07-27,09:29:00,22,Female,39,Electronics,1.0,30.0,9.0,30.0,2023,7,27,1659
401,1941,2023-01-06,06:14:00,48,Female,57,Clothing,2.0,25.0,12.0,50.0,2023,1,6,1941
402,136,2023-12-26,08:59:00,25,Male,44,Electronics,2.0,300.0,141.0,600.0,2023,12,26,136
403,175,2023-01-25,10:02:00,23,Female,31,Electronics,4.0,25.0,12.5,100.0,2023,1,25,175
404,663,2023-08-16,06:32:00,133,Male,23,Clothing,4.0,300.0,87.0,1200.0,2023,8,16,663
405,748,2023-03-01,09:35:00,132,Male,25,Clothing,3.0,50.0,24.0,150.0,2023,3,1,748
406,806,2023-01-22,08:08:00,14,Female,35,Beauty,3.0,300.0,165.0,900.0,2023,1,22,806
407,1136,2023-07-02,08:41:00,93,Male,44,Electronics,2.0,300.0,81.0,600.0,2023,7,2,1136
408,1175,2023-06-02,06:38:00,103,Female,31,Electronics,4.0,25.0,11.5,100.0,2023,6,2,1175
409,1663,2023-12-07,07:04:00,33,Male,23,Clothing,4.0,300.0,81.0,1200.0,2023,12,7,1663
410,1748,2023-03-02,10:24:00,119,Male,25,Clothing,3.0,50.0,15.5,150.0,2023,3,2,1748
411,1806,2023-06-14,10:13:00,61,Female,35,Beauty,3.0,300.0,102.0,900.0,2023,6,14,1806
412,38,2023-02-25,11:39:00,147,Male,38,Beauty,4.0,50.0,26.0,200.0,2023,2,25,38
413,313,2023-12-16,10:03:00,11,Female,55,Beauty,3.0,500.0,140.0,1500.0,2023,12,16,313
414,402,2023-07-12,08:45:00,63,Female,41,Clothing,2.0,300.0,135.0,600.0,2023,7,12,402
415,459,2023-05-23,07:12:00,122,Male,28,Clothing,4.0,300.0,75.0,1200.0,2023,5,23,459
416,1038,2023-12-30,09:09:00,11,Male,38,Beauty,4.0,50.0,20.5,200.0,2023,12,30,1038
417,1313,2023-06-04,09:22:00,10,Female,55,Beauty,3.0,500.0,170.0,1500.0,2023,6,4,1313
418,1402,2023-06-24,06:47:00,110,Female,41,Clothing,2.0,300.0,156.0,600.0,2023,6,24,1402
419,1459,2023-11-10,06:46:00,13,Male,28,Clothing,4.0,300.0,144.0,1200.0,2023,11,10,1459
420,161,2023-07-01,06:58:00,104,Male,64,Beauty,2.0,500.0,195.0,1000.0,2023,7,1,161
421,328,2023-10-29,06:56:00,9,Male,39,Beauty,2.0,50.0,27.0,100.0,2023,10,29,328
422,383,2023-03-24,08:53:00,64,Female,46,Beauty,3.0,30.0,7.8,90.0,2023,3,24,383
423,973,2023-09-03,08:44:00,51,Male,60,Clothing,1.0,50.0,13.0,50.0,2023,9,3,973
424,978,2023-07-27,09:58:00,16,Female,53,Clothing,3.0,50.0,19.0,150.0,2023,7,27,978
425,1161,2023-06-29,11:06:00,30,Male,64,Beauty,2.0,500.0,160.0,1000.0,2023,6,29,1161
426,1328,2023-12-10,07:49:00,60,Male,39,Beauty,2.0,50.0,24.5,100.0,2023,12,10,1328
427,1383,2023-09-06,09:13:00,68,Female,46,Beauty,3.0,30.0,14.1,90.0,2023,9,6,1383
428,1973,2023-08-19,10:10:00,22,Male,60,Clothing,1.0,50.0,21.5,50.0,2023,8,19,1973
429,1978,2023-08-31,11:59:00,41,Female,53,Clothing,3.0,50.0,15.5,150.0,2023,8,31,1978
430,33,2023-12-24,07:40:00,33,Female,50,Electronics,2.0,50.0,21.0,100.0,2023,12,24,33
431,138,2023-04-27,10:56:00,127,Male,49,Clothing,4.0,50.0,26.5,200.0,2023,4,27,138
432,471,2023-03-08,10:21:00,136,Male,32,Clothing,3.0,50.0,13.0,150.0,2023,3,8,471
433,636,2023-05-09,06:15:00,60,Female,21,Beauty,3.0,500.0,230.0,1500.0,2023,5,9,636
434,1033,2023-04-12,06:52:00,32,Female,50,Electronics,2.0,50.0,19.0,100.0,2023,4,12,1033
435,1138,2023-10-16,11:59:00,27,Male,49,Clothing,4.0,50.0,14.5,200.0,2023,10,16,1138
436,1471,2023-06-25,10:34:00,30,Male,32,Clothing,3.0,50.0,13.0,150.0,2023,6,25,1471
437,1636,2023-07-22,11:26:00,50,Female,21,Beauty,3.0,500.0,150.0,1500.0,2023,7,22,1636
438,177,2023-03-24,08:40:00,30,Male,45,Beauty,2.0,50.0,26.5,100.0,2023,3,24,177
439,426,2023-12-13,08:11:00,137,Male,23,Electronics,3.0,50.0,12.5,150.0,2023,12,13,426
440,1177,2023-02-20,09:19:00,89,Male,45,Beauty,2.0,50.0,15.0,100.0,2023,2,20,1177
441,1426,2023-12-12,11:32:00,114,Male,23,Electronics,3.0,50.0,25.0,150.0,2023,12,12,1426
442,76,2023-09-09,07:33:00,70,Female,22,Electronics,2.0,50.0,14.5,100.0,2023,9,9,76
443,91,2023-04-14,06:31:00,152,Female,55,Electronics,1.0,500.0,235.0,500.0,2023,4,14,91
444,461,2023-07-18,10:33:00,21,Female,18,Beauty,2.0,500.0,265.0,1000.0,2023,7,18,461
445,764,2023-11-07,08:46:00,47,Female,40,Clothing,1.0,25.0,11.25,25.0,2023,11,7,764
446,1076,2023-07-14,11:09:00,99,Female,22,Electronics,2.0,50.0,15.0,100.0,2023,7,14,1076
447,1091,2023-07-15,08:46:00,139,Female,55,Electronics,1.0,500.0,235.0,500.0,2023,7,15,1091
448,1461,2023-05-01,08:43:00,63,Female,18,Beauty,2.0,500.0,180.0,1000.0,2023,5,1,1461
449,1764,2023-11-02,11:04:00,13,Female,40,Clothing,1.0,25.0,11.75,25.0,2023,11,2,1764
450,202,2023-01-25,06:24:00,61,Female,34,Clothing,4.0,300.0,120.0,1200.0,2023,1,25,202
451,301,2023-07-30,10:58:00,104,Male,30,Clothing,4.0,30.0,9.6,120.0,2023,7,30,301
452,703,2023-07-31,09:56:00,140,Male,34,Electronics,2.0,50.0,18.5,100.0,2023,7,31,703
453,1202,2023-11-13,06:56:00,89,Female,34,Clothing,4.0,300.0,144.0,1200.0,2023,11,13,1202
454,1301,2023-09-24,09:58:00,70,Male,30,Clothing,4.0,30.0,10.5,120.0,2023,9,24,1301
455,1703,2023-06-10,08:36:00,2,Male,34,Electronics,2.0,50.0,17.0,100.0,2023,6,10,1703
456,294,2023-10-09,09:24:00,89,Female,23,Clothing,3.0,30.0,15.3,90.0,2023,10,9,294
457,760,2023-06-26,07:59:00,14,Male,27,Beauty,1.0,500.0,125.0,500.0,2023,6,26,760
458,1294,2023-01-24,11:24:00,8,Female,23,Clothing,3.0,30.0,10.5,90.0,2023,1,24,1294
459,1760,2023-08-23,07:26:00,44,Male,27,Beauty,1.0,500.0,230.0,500.0,2023,8,23,1760
460,575,2023-12-12,10:29:00,14,Male,60,Clothing,2.0,50.0,23.0,100.0,2023,12,12,575
461,1575,2023-07-28,11:54:00,26,Male,60,Clothing,2.0,50.0,22.5,100.0,2023,7,28,1575
462,88,2023-02-16,08:31:00,122,Male,56,Clothing,1.0,500.0,185.0,500.0,2023,2,16,88
463,1088,2023-09-14,07:00:00,6,Male,56,Clothing,1.0,500.0,155.0,500.0,2023,9,14,1088
464,975,2023-01-09,07:41:00,145,Female,56,Clothing,4.0,50.0,19.5,200.0,2023,1,9,975
465,1975,2023-08-21,10:48:00,63,Female,56,Clothing,4.0,50.0,25.5,200.0,2023,8,21,1975
466,553,2023-03-20,06:17:00,106,Male,24,Clothing,4.0,300.0,81.0,1200.0,2023,3,20,553
467,1553,2023-01-29,08:46:00,42,Male,24,Clothing,4.0,300.0,99.0,1200.0,2023,1,29,1553
468,462,2023-08-26,10:04:00,71,Male,63,Electronics,4.0,300.0,132.0,1200.0,2023,8,26,462
469,614,2023-02-13,06:28:00,61,Female,39,Beauty,4.0,300.0,120.0,1200.0,2023,2,13,614
470,808,2023-11-22,07:18:00,30,Male,33,Beauty,4.0,500.0,195.0,2000.0,2023,11,22,808
471,1462,2023-11-13,10:42:00,124,Male,63,Electronics,4.0,300.0,114.0,1200.0,2023,11,13,1462
472,1614,2023-08-23,11:37:00,135,Female,39,Beauty,4.0,300.0,105.0,1200.0,2023,8,23,1614
473,1808,2023-02-12,10:48:00,109,Male,33,Beauty,4.0,500.0,210.0,2000.0,2023,2,12,1808
474,166,2023-01-28,11:42:00,32,Male,34,Clothing,4.0,500.0,225.0,2000.0,2023,1,28,166
475,465,2023-02-22,11:52:00,40,Female,43,Electronics,3.0,50.0,15.5,150.0,2023,2,22,465
476,502,2023-07-22,11:00:00,31,Male,43,Electronics,3.0,50.0,22.5,150.0,2023,7,22,502
477,905,2023-10-01,06:27:00,96,Male,58,Beauty,1.0,300.0,111.0,300.0,2023,10,1,905
478,1166,2023-07-19,07:45:00,65,Male,34,Clothing,4.0,500.0,245.0,2000.0,2023,7,19,1166
479,1465,2023-04-17,09:36:00,131,Female,43,Electronics,3.0,50.0,26.0,150.0,2023,4,17,1465
480,1502,2023-04-08,08:30:00,152,Male,43,Electronics,3.0,50.0,18.0,150.0,2023,4,8,1502
481,1905,2023-08-29,06:07:00,26,Male,58,Beauty,1.0,300.0,102.0,300.0,2023,8,29,1905
482,280,2023-11-17,09:35:00,76,Female,37,Clothing,3.0,500.0,240.0,1500.0,2023,11,17,280
483,719,2023-07-02,07:19:00,37,Female,42,Clothing,2.0,30.0,12.0,60.0,2023,7,2,719
484,834,2023-11-26,06:55:00,13,Female,56,Beauty,2.0,30.0,14.7,60.0,2023,11,26,834
485,1280,2023-08-24,09:15:00,116,Female,37,Clothing,3.0,500.0,255.0,1500.0,2023,8,24,1280
486,1719,2023-12-28,07:29:00,4,Female,42,Clothing,2.0,30.0,10.8,60.0,2023,12,28,1719
487,1834,2023-04-14,06:53:00,102,Female,56,Beauty,2.0,30.0,12.9,60.0,2023,4,14,1834
488,891,2023-01-09,06:43:00,24,Male,41,Electronics,3.0,300.0,99.0,900.0,2023,1,9,891
489,928,2023-11-05,10:20:00,54,Female,35,Clothing,4.0,300.0,90.0,1200.0,2023,11,5,928
490,1891,2023-12-22,06:11:00,81,Male,41,Electronics,3.0,300.0,105.0,900.0,2023,12,22,1891
491,1928,2023-07-29,06:39:00,93,Female,35,Clothing,4.0,300.0,75.0,1200.0,2023,7,29,1928
492,332,2023-04-24,11:28:00,138,Male,58,Electronics,4.0,300.0,105.0,1200.0,2023,4,24,332
493,1332,2023-12-04,10:02:00,146,Male,58,Electronics,4.0,300.0,123.0,1200.0,2023,12,4,1332
494,255,2023-10-15,11:44:00,19,Male,48,Clothing,1.0,30.0,14.7,30.0,2023,10,15,255
495,275,2023-03-05,11:34:00,2,Male,43,Clothing,2.0,500.0,260.0,1000.0,2023,3,5,275
496,314,2023-10-15,07:37:00,1,Male,52,Clothing,4.0,30.0,7.8,120.0,2023,10,15,314
497,517,2023-08-20,08:54:00,3,Female,47,Clothing,4.0,25.0,9.25,100.0,2023,8,20,517
498,847,2023-01-10,08:42:00,2,Female,18,Electronics,4.0,300.0,162.0,1200.0,2023,1,10,847
499,1255,2023-01-20,07:08:00,4,Male,48,Clothing,1.0,30.0,7.8,30.0,2023,1,20,1255
500,1275,2023-03-02,08:48:00,5,Male,43,Clothing,2.0,500.0,250.0,1000.0,2023,3,2,1275
501,1314,2023-05-23,10:26:00,2,Male,52,Clothing,4.0,30.0,16.2,120.0,2023,5,23,1314
502,1517,2023-02-21,08:46:00,2,Female,47,Clothing,4.0,25.0,6.75,100.0,2023,2,21,1517
503,1847,2023-07-28,07:14:00,5,Female,18,Electronics,4.0,300.0,123.0,1200.0,2023,7,28,1847
504,61,2023-07-07,11:47:00,4,Male,21,Beauty,4.0,50.0,20.0,200.0,2023,7,7,61
505,274,2023-04-14,07:12:00,4,Female,23,Clothing,2.0,500.0,150.0,1000.0,2023,4,14,274
506,486,2023-12-02,09:47:00,4,Female,35,Electronics,1.0,25.0,6.5,25.0,2023,12,2,486
507,548,2023-04-14,07:00:00,4,Female,51,Clothing,2.0,30.0,15.6,60.0,2023,4,14,548
508,886,2023-12-11,11:25:00,4,Male,37,Electronics,3.0,300.0,165.0,900.0,2023,12,11,886
509,892,2023-09-13,11:39:00,1,Male,20,Electronics,1.0,50.0,24.0,50.0,2023,9,13,892
510,1061,2023-09-18,07:56:00,3,Male,21,Beauty,4.0,50.0,12.5,200.0,2023,9,18,1061
511,1274,2023-10-06,09:01:00,2,Female,23,Clothing,2.0,500.0,185.0,1000.0,2023,10,6,1274
512,1486,2023-11-22,08:58:00,4,Female,35,Electronics,1.0,25.0,8.75,25.0,2023,11,22,1486
513,1548,2023-01-13,08:15:00,1,Female,51,Clothing,2.0,30.0,12.6,60.0,2023,1,13,1548
514,1886,2023-07-26,11:51:00,1,Male,37,Electronics,3.0,300.0,147.0,900.0,2023,7,26,1886
515,1892,2023-10-01,07:22:00,3,Male,20,Electronics,1.0,50.0,23.5,50.0,2023,10,1,1892
